method,record_id,load_nm,fault_turns,fault_phase,blocks,alarms,any_alarm,first_alarm_block_id,first_alarm_start_seconds,first_alarm_stop_seconds,first_alarm_approx_rpm_min,first_alarm_approx_rpm_median,first_alarm_approx_rpm_max,rpm_source
source_covariance,external_dual_three_phase_flt4zv_load_5nm,5,4,v,8,1,True,7.0,33.0,36.0,1970.0791015625,2213.968017578125,2650.441162109375,"matching-load healthy record; approximate, not fault-record RPM"
source_covariance,external_dual_three_phase_flt5zu_load_0nm,0,5,u,8,1,True,7.0,33.0,36.0,1971.613525390625,2213.8140869140625,2648.686279296875,"matching-load healthy record; approximate, not fault-record RPM"
source_covariance,external_dual_three_phase_flt5zu_load_10nm,10,5,u,8,1,True,7.0,33.0,36.0,1969.545166015625,2214.051513671875,2647.8564453125,"matching-load healthy record; approximate, not fault-record RPM"
source_covariance,external_dual_three_phase_flt5zu_load_15nm,15,5,u,8,1,True,7.0,33.0,36.0,1968.6845703125,2214.037109375,2649.14404296875,"matching-load healthy record; approximate, not fault-record RPM"
source_covariance,external_dual_three_phase_flt5zu_load_20nm,20,5,u,8,1,True,7.0,33.0,36.0,1969.443115234375,2213.7862548828125,2648.7138671875,"matching-load healthy record; approximate, not fault-record RPM"
source_covariance,external_dual_three_phase_flt5zu_load_25nm,25,5,u,8,1,True,7.0,33.0,36.0,1970.82666015625,2214.17041015625,2647.778564453125,"matching-load healthy record; approximate, not fault-record RPM"
source_covariance,external_dual_three_phase_flt5zu_load_30nm,30,5,u,8,1,True,7.0,33.0,36.0,1955.892578125,2214.129272460937,2649.19970703125,"matching-load healthy record; approximate, not fault-record RPM"
source_covariance,external_dual_three_phase_flt5zu_load_35nm,35,5,u,8,1,True,7.0,33.0,36.0,1970.25927734375,2214.38720703125,2649.217529296875,"matching-load healthy record; approximate, not fault-record RPM"
source_covariance,external_dual_three_phase_flt5zu_load_5nm,5,5,u,8,1,True,7.0,33.0,36.0,1970.0791015625,2213.968017578125,2650.441162109375,"matching-load healthy record; approximate, not fault-record RPM"
source_covariance,external_dual_three_phase_flt6zu_load_0nm,0,6,u,8,1,True,7.0,33.0,36.0,1971.613525390625,2213.8140869140625,2648.686279296875,"matching-load healthy record; approximate, not fault-record RPM"
source_covariance,external_dual_three_phase_flt6zu_load_10nm,10,6,u,8,1,True,7.0,33.0,36.0,1969.545166015625,2214.051513671875,2647.8564453125,"matching-load healthy record; approximate, not fault-record RPM"
source_covariance,external_dual_three_phase_flt6zu_load_15nm,15,6,u,8,1,True,7.0,33.0,36.0,1968.6845703125,2214.037109375,2649.14404296875,"matching-load healthy record; approximate, not fault-record RPM"
source_covariance,external_dual_three_phase_flt6zu_load_20nm,20,6,u,8,1,True,7.0,33.0,36.0,1969.443115234375,2213.7862548828125,2648.7138671875,"matching-load healthy record; approximate, not fault-record RPM"
source_covariance,external_dual_three_phase_flt6zu_load_25nm,25,6,u,8,1,True,7.0,33.0,36.0,1970.82666015625,2214.17041015625,2647.778564453125,"matching-load healthy record; approximate, not fault-record RPM"
source_covariance,external_dual_three_phase_flt6zu_load_30nm,30,6,u,8,1,True,7.0,33.0,36.0,1955.892578125,2214.129272460937,2649.19970703125,"matching-load healthy record; approximate, not fault-record RPM"
source_covariance,external_dual_three_phase_flt6zu_load_35nm,35,6,u,8,1,True,7.0,33.0,36.0,1970.25927734375,2214.38720703125,2649.217529296875,"matching-load healthy record; approximate, not fault-record RPM"
source_covariance,external_dual_three_phase_flt6zu_load_5nm,5,6,u,8,1,True,7.0,33.0,36.0,1970.0791015625,2213.968017578125,2650.441162109375,"matching-load healthy record; approximate, not fault-record RPM"
source_target_isolation_forest,external_dual_three_phase_flt1zu_load_0nm,0,1,u,8,4,True,4.0,24.0,27.0,784.56298828125,888.6559753417969,1079.5404052734375,"matching-load healthy record; approximate, not fault-record RPM"
source_target_isolation_forest,external_dual_three_phase_flt1zu_load_10nm,10,1,u,8,2,True,6.0,30.0,33.0,1458.9642333984375,1642.5596313476562,1972.1280517578125,"matching-load healthy record; approximate, not fault-record RPM"
source_target_isolation_forest,external_dual_three_phase_flt1zu_load_15nm,15,1,u,8,1,True,7.0,33.0,36.0,1968.6845703125,2214.037109375,2649.14404296875,"matching-load healthy record; approximate, not fault-record RPM"
source_target_isolation_forest,external_dual_three_phase_flt1zu_load_20nm,20,1,u,8,2,True,0.0,12.0,15.0,181.71951293945312,218.17884063720703,276.8959350585937,"matching-load healthy record; approximate, not fault-record RPM"
source_target_isolation_forest,external_dual_three_phase_flt1zu_load_25nm,25,1,u,8,1,True,0.0,12.0,15.0,181.6352386474609,218.0477752685547,277.7161560058594,"matching-load healthy record; approximate, not fault-record RPM"
source_target_isolation_forest,external_dual_three_phase_flt1zu_load_30nm,30,1,u,8,1,True,0.0,12.0,15.0,181.9252014160156,218.0725555419922,277.7314453125,"matching-load healthy record; approximate, not fault-record RPM"
source_target_isolation_forest,external_dual_three_phase_flt1zu_load_35nm,35,1,u,8,1,True,0.0,12.0,15.0,174.1976776123047,218.22481536865237,278.1737976074219,"matching-load healthy record; approximate, not fault-record RPM"
source_target_isolation_forest,external_dual_three_phase_flt1zu_load_5nm,5,1,u,8,3,True,5.0,27.0,30.0,1078.1260986328125,1216.2457275390625,1465.0435791015625,"matching-load healthy record; approximate, not fault-record RPM"
source_target_isolation_forest,external_dual_three_phase_flt2zv_load_0nm,0,2,v,8,5,True,3.0,21.0,24.0,568.7266235351562,644.2317199707031,784.7748413085938,"matching-load healthy record; approximate, not fault-record RPM"
source_target_isolation_forest,external_dual_three_phase_flt2zv_load_10nm,10,2,v,8,4,True,4.0,24.0,27.0,779.9163818359375,888.98193359375,1081.3189697265625,"matching-load healthy record; approximate, not fault-record RPM"
source_target_isolation_forest,external_dual_three_phase_flt2zv_load_15nm,15,2,v,8,4,True,0.0,12.0,15.0,182.82220458984372,218.0315170288086,275.50750732421875,"matching-load healthy record; approximate, not fault-record RPM"
source_target_isolation_forest,external_dual_three_phase_flt2zv_load_20nm,20,2,v,8,4,True,0.0,12.0,15.0,181.71951293945312,218.17884063720703,276.8959350585937,"matching-load healthy record; approximate, not fault-record RPM"
source_target_isolation_forest,external_dual_three_phase_flt2zv_load_25nm,25,2,v,8,3,True,0.0,12.0,15.0,181.6352386474609,218.0477752685547,277.7161560058594,"matching-load healthy record; approximate, not fault-record RPM"
source_target_isolation_forest,external_dual_three_phase_flt2zv_load_30nm,30,2,v,8,3,True,0.0,12.0,15.0,181.9252014160156,218.0725555419922,277.7314453125,"matching-load healthy record; approximate, not fault-record RPM"
source_target_isolation_forest,external_dual_three_phase_flt2zv_load_35nm,35,2,v,8,2,True,6.0,30.0,33.0,1461.3568115234375,1642.7521362304688,1973.1285400390625,"matching-load healthy record; approximate, not fault-record RPM"
source_target_isolation_forest,external_dual_three_phase_flt2zv_load_5nm,5,2,v,8,5,True,3.0,21.0,24.0,568.1904296875,644.4864196777344,786.3854370117188,"matching-load healthy record; approximate, not fault-record RPM"
source_target_isolation_forest,external_dual_three_phase_flt3zu_load_0nm,0,3,u,8,6,True,2.0,18.0,21.0,397.9468688964844,462.6670837402344,570.692626953125,"matching-load healthy record; approximate, not fault-record RPM"
source_target_isolation_forest,external_dual_three_phase_flt3zu_load_10nm,10,3,u,8,5,True,3.0,21.0,24.0,567.7174682617188,644.3838195800781,786.1254272460938,"matching-load healthy record; approximate, not fault-record RPM"
source_target_isolation_forest,external_dual_three_phase_flt3zu_load_15nm,15,3,u,8,4,True,4.0,24.0,27.0,783.8226318359375,889.22412109375,1080.859130859375,"matching-load healthy record; approximate, not fault-record RPM"
source_target_isolation_forest,external_dual_three_phase_flt3zu_load_20nm,20,3,u,8,4,True,4.0,24.0,27.0,783.3296508789062,889.4212036132812,1080.7127685546875,"matching-load healthy record; approximate, not fault-record RPM"
source_target_isolation_forest,external_dual_three_phase_flt3zu_load_25nm,25,3,u,8,5,True,0.0,12.0,15.0,181.6352386474609,218.0477752685547,277.7161560058594,"matching-load healthy record; approximate, not fault-record RPM"
source_target_isolation_forest,external_dual_three_phase_flt3zu_load_30nm,30,3,u,8,5,True,0.0,12.0,15.0,181.9252014160156,218.0725555419922,277.7314453125,"matching-load healthy record; approximate, not fault-record RPM"
source_target_isolation_forest,external_dual_three_phase_flt3zu_load_35nm,35,3,u,8,4,True,0.0,12.0,15.0,174.1976776123047,218.22481536865237,278.1737976074219,"matching-load healthy record; approximate, not fault-record RPM"
source_target_isolation_forest,external_dual_three_phase_flt3zu_load_5nm,5,3,u,8,5,True,3.0,21.0,24.0,568.1904296875,644.4864196777344,786.3854370117188,"matching-load healthy record; approximate, not fault-record RPM"
source_target_isolation_forest,external_dual_three_phase_flt4zv_load_0nm,0,4,v,8,6,True,2.0,18.0,21.0,397.9468688964844,462.6670837402344,570.692626953125,"matching-load healthy record; approximate, not fault-record RPM"
source_target_isolation_forest,external_dual_three_phase_flt4zv_load_10nm,10,4,v,8,5,True,3.0,21.0,24.0,567.7174682617188,644.3838195800781,786.1254272460938,"matching-load healthy record; approximate, not fault-record RPM"
source_target_isolation_forest,external_dual_three_phase_flt4zv_load_15nm,15,4,v,8,5,True,0.0,12.0,15.0,182.82220458984372,218.0315170288086,275.50750732421875,"matching-load healthy record; approximate, not fault-record RPM"
source_target_isolation_forest,external_dual_three_phase_flt4zv_load_20nm,20,4,v,8,5,True,0.0,12.0,15.0,181.71951293945312,218.17884063720703,276.8959350585937,"matching-load healthy record; approximate, not fault-record RPM"
source_target_isolation_forest,external_dual_three_phase_flt4zv_load_25nm,25,4,v,8,4,True,0.0,12.0,15.0,181.6352386474609,218.0477752685547,277.7161560058594,"matching-load healthy record; approximate, not fault-record RPM"
source_target_isolation_forest,external_dual_three_phase_flt4zv_load_30nm,30,4,v,8,4,True,0.0,12.0,15.0,181.9252014160156,218.0725555419922,277.7314453125,"matching-load healthy record; approximate, not fault-record RPM"
source_target_isolation_forest,external_dual_three_phase_flt4zv_load_35nm,35,4,v,8,4,True,0.0,12.0,15.0,174.1976776123047,218.22481536865237,278.1737976074219,"matching-load healthy record; approximate, not fault-record RPM"
source_target_isolation_forest,external_dual_three_phase_flt4zv_load_5nm,5,4,v,8,5,True,3.0,21.0,24.0,568.1904296875,644.4864196777344,786.3854370117188,"matching-load healthy record; approximate, not fault-record RPM"
source_target_isolation_forest,external_dual_three_phase_flt5zu_load_0nm,0,5,u,8,5,True,3.0,21.0,24.0,568.7266235351562,644.2317199707031,784.7748413085938,"matching-load healthy record; approximate, not fault-record RPM"
source_target_isolation_forest,external_dual_three_phase_flt5zu_load_10nm,10,5,u,8,4,True,4.0,24.0,27.0,779.9163818359375,888.98193359375,1081.3189697265625,"matching-load healthy record; approximate, not fault-record RPM"
source_target_isolation_forest,external_dual_three_phase_flt5zu_load_15nm,15,5,u,8,4,True,4.0,24.0,27.0,783.8226318359375,889.22412109375,1080.859130859375,"matching-load healthy record; approximate, not fault-record RPM"
source_target_isolation_forest,external_dual_three_phase_flt5zu_load_20nm,20,5,u,8,5,True,0.0,12.0,15.0,181.71951293945312,218.17884063720703,276.8959350585937,"matching-load healthy record; approximate, not fault-record RPM"
source_target_isolation_forest,external_dual_three_phase_flt5zu_load_25nm,25,5,u,8,5,True,0.0,12.0,15.0,181.6352386474609,218.0477752685547,277.7161560058594,"matching-load healthy record; approximate, not fault-record RPM"
source_target_isolation_forest,external_dual_three_phase_flt5zu_load_30nm,30,5,u,8,4,True,0.0,12.0,15.0,181.9252014160156,218.0725555419922,277.7314453125,"matching-load healthy record; approximate, not fault-record RPM"
source_target_isolation_forest,external_dual_three_phase_flt5zu_load_35nm,35,5,u,8,4,True,0.0,12.0,15.0,174.1976776123047,218.22481536865237,278.1737976074219,"matching-load healthy record; approximate, not fault-record RPM"
source_target_isolation_forest,external_dual_three_phase_flt5zu_load_5nm,5,5,u,8,5,True,3.0,21.0,24.0,568.1904296875,644.4864196777344,786.3854370117188,"matching-load healthy record; approximate, not fault-record RPM"
source_target_isolation_forest,external_dual_three_phase_flt6zu_load_0nm,0,6,u,8,5,True,3.0,21.0,24.0,568.7266235351562,644.2317199707031,784.7748413085938,"matching-load healthy record; approximate, not fault-record RPM"
source_target_isolation_forest,external_dual_three_phase_flt6zu_load_10nm,10,6,u,8,4,True,4.0,24.0,27.0,779.9163818359375,888.98193359375,1081.3189697265625,"matching-load healthy record; approximate, not fault-record RPM"
source_target_isolation_forest,external_dual_three_phase_flt6zu_load_15nm,15,6,u,8,4,True,4.0,24.0,27.0,783.8226318359375,889.22412109375,1080.859130859375,"matching-load healthy record; approximate, not fault-record RPM"
source_target_isolation_forest,external_dual_three_phase_flt6zu_load_20nm,20,6,u,8,5,True,0.0,12.0,15.0,181.71951293945312,218.17884063720703,276.8959350585937,"matching-load healthy record; approximate, not fault-record RPM"
source_target_isolation_forest,external_dual_three_phase_flt6zu_load_25nm,25,6,u,8,5,True,0.0,12.0,15.0,181.6352386474609,218.0477752685547,277.7161560058594,"matching-load healthy record; approximate, not fault-record RPM"
source_target_isolation_forest,external_dual_three_phase_flt6zu_load_30nm,30,6,u,8,5,True,0.0,12.0,15.0,181.9252014160156,218.0725555419922,277.7314453125,"matching-load healthy record; approximate, not fault-record RPM"
source_target_isolation_forest,external_dual_three_phase_flt6zu_load_35nm,35,6,u,8,4,True,0.0,12.0,15.0,174.1976776123047,218.22481536865237,278.1737976074219,"matching-load healthy record; approximate, not fault-record RPM"
source_target_isolation_forest,external_dual_three_phase_flt6zu_load_5nm,5,6,u,8,5,True,3.0,21.0,24.0,568.1904296875,644.4864196777344,786.3854370117188,"matching-load healthy record; approximate, not fault-record RPM"
source_target_min_cov_det,external_dual_three_phase_flt1zu_load_0nm,0,1,u,8,3,True,5.0,27.0,30.0,1079.3564453125,1216.2249755859375,1464.8721923828125,"matching-load healthy record; approximate, not fault-record RPM"
source_target_min_cov_det,external_dual_three_phase_flt1zu_load_10nm,10,1,u,8,1,True,7.0,33.0,36.0,1969.545166015625,2214.051513671875,2647.8564453125,"matching-load healthy record; approximate, not fault-record RPM"
source_target_min_cov_det,external_dual_three_phase_flt1zu_load_15nm,15,1,u,8,1,True,7.0,33.0,36.0,1968.6845703125,2214.037109375,2649.14404296875,"matching-load healthy record; approximate, not fault-record RPM"
source_target_min_cov_det,external_dual_three_phase_flt1zu_load_20nm,20,1,u,8,1,True,7.0,33.0,36.0,1969.443115234375,2213.7862548828125,2648.7138671875,"matching-load healthy record; approximate, not fault-record RPM"
source_target_min_cov_det,external_dual_three_phase_flt1zu_load_25nm,25,1,u,8,1,True,7.0,33.0,36.0,1970.82666015625,2214.17041015625,2647.778564453125,"matching-load healthy record; approximate, not fault-record RPM"
source_target_min_cov_det,external_dual_three_phase_flt1zu_load_30nm,30,1,u,8,1,True,7.0,33.0,36.0,1955.892578125,2214.129272460937,2649.19970703125,"matching-load healthy record; approximate, not fault-record RPM"
source_target_min_cov_det,external_dual_three_phase_flt1zu_load_35nm,35,1,u,8,1,True,7.0,33.0,36.0,1970.25927734375,2214.38720703125,2649.217529296875,"matching-load healthy record; approximate, not fault-record RPM"
source_target_min_cov_det,external_dual_three_phase_flt1zu_load_5nm,5,1,u,8,2,True,6.0,30.0,33.0,1462.407958984375,1642.6898803710938,1972.5386962890625,"matching-load healthy record; approximate, not fault-record RPM"
source_target_min_cov_det,external_dual_three_phase_flt2zv_load_0nm,0,2,v,8,6,True,2.0,18.0,21.0,397.9468688964844,462.6670837402344,570.692626953125,"matching-load healthy record; approximate, not fault-record RPM"
source_target_min_cov_det,external_dual_three_phase_flt2zv_load_10nm,10,2,v,8,1,True,7.0,33.0,36.0,1969.545166015625,2214.051513671875,2647.8564453125,"matching-load healthy record; approximate, not fault-record RPM"
source_target_min_cov_det,external_dual_three_phase_flt2zv_load_15nm,15,2,v,8,1,True,7.0,33.0,36.0,1968.6845703125,2214.037109375,2649.14404296875,"matching-load healthy record; approximate, not fault-record RPM"
source_target_min_cov_det,external_dual_three_phase_flt2zv_load_20nm,20,2,v,8,1,True,7.0,33.0,36.0,1969.443115234375,2213.7862548828125,2648.7138671875,"matching-load healthy record; approximate, not fault-record RPM"
source_target_min_cov_det,external_dual_three_phase_flt2zv_load_25nm,25,2,v,8,1,True,7.0,33.0,36.0,1970.82666015625,2214.17041015625,2647.778564453125,"matching-load healthy record; approximate, not fault-record RPM"
source_target_min_cov_det,external_dual_three_phase_flt2zv_load_30nm,30,2,v,8,1,True,7.0,33.0,36.0,1955.892578125,2214.129272460937,2649.19970703125,"matching-load healthy record; approximate, not fault-record RPM"
source_target_min_cov_det,external_dual_three_phase_flt2zv_load_35nm,35,2,v,8,1,True,7.0,33.0,36.0,1970.25927734375,2214.38720703125,2649.217529296875,"matching-load healthy record; approximate, not fault-record RPM"
source_target_min_cov_det,external_dual_three_phase_flt2zv_load_5nm,5,2,v,8,2,True,6.0,30.0,33.0,1462.407958984375,1642.6898803710938,1972.5386962890625,"matching-load healthy record; approximate, not fault-record RPM"
source_target_min_cov_det,external_dual_three_phase_flt3zu_load_0nm,0,3,u,8,5,True,3.0,21.0,24.0,568.7266235351562,644.2317199707031,784.7748413085938,"matching-load healthy record; approximate, not fault-record RPM"
source_target_min_cov_det,external_dual_three_phase_flt3zu_load_10nm,10,3,u,8,3,True,5.0,27.0,30.0,1079.2032470703125,1216.2323608398438,1462.3050537109375,"matching-load healthy record; approximate, not fault-record RPM"
source_target_min_cov_det,external_dual_three_phase_flt3zu_load_15nm,15,3,u,8,3,True,5.0,27.0,30.0,1078.806640625,1216.1011962890625,1464.8272705078125,"matching-load healthy record; approximate, not fault-record RPM"
source_target_min_cov_det,external_dual_three_phase_flt3zu_load_20nm,20,3,u,8,2,True,6.0,30.0,33.0,1460.3778076171875,1642.8471069335938,1973.0621337890625,"matching-load healthy record; approximate, not fault-record RPM"
source_target_min_cov_det,external_dual_three_phase_flt3zu_load_25nm,25,3,u,8,2,True,6.0,30.0,33.0,1461.3343505859375,1642.8416137695312,1973.265380859375,"matching-load healthy record; approximate, not fault-record RPM"
source_target_min_cov_det,external_dual_three_phase_flt3zu_load_30nm,30,3,u,8,2,True,6.0,30.0,33.0,1462.1236572265625,1642.8013916015625,1972.4547119140625,"matching-load healthy record; approximate, not fault-record RPM"
source_target_min_cov_det,external_dual_three_phase_flt3zu_load_35nm,35,3,u,8,2,True,6.0,30.0,33.0,1461.3568115234375,1642.7521362304688,1973.1285400390625,"matching-load healthy record; approximate, not fault-record RPM"
source_target_min_cov_det,external_dual_three_phase_flt3zu_load_5nm,5,3,u,8,4,True,4.0,24.0,27.0,783.8638305664062,889.1197509765625,1081.240478515625,"matching-load healthy record; approximate, not fault-record RPM"
source_target_min_cov_det,external_dual_three_phase_flt4zv_load_0nm,0,4,v,8,5,True,3.0,21.0,24.0,568.7266235351562,644.2317199707031,784.7748413085938,"matching-load healthy record; approximate, not fault-record RPM"
source_target_min_cov_det,external_dual_three_phase_flt4zv_load_10nm,10,4,v,8,1,True,7.0,33.0,36.0,1969.545166015625,2214.051513671875,2647.8564453125,"matching-load healthy record; approximate, not fault-record RPM"
source_target_min_cov_det,external_dual_three_phase_flt4zv_load_15nm,15,4,v,8,1,True,7.0,33.0,36.0,1968.6845703125,2214.037109375,2649.14404296875,"matching-load healthy record; approximate, not fault-record RPM"
source_target_min_cov_det,external_dual_three_phase_flt4zv_load_20nm,20,4,v,8,1,True,7.0,33.0,36.0,1969.443115234375,2213.7862548828125,2648.7138671875,"matching-load healthy record; approximate, not fault-record RPM"
source_target_min_cov_det,external_dual_three_phase_flt4zv_load_25nm,25,4,v,8,1,True,7.0,33.0,36.0,1970.82666015625,2214.17041015625,2647.778564453125,"matching-load healthy record; approximate, not fault-record RPM"
source_target_min_cov_det,external_dual_three_phase_flt4zv_load_30nm,30,4,v,8,1,True,7.0,33.0,36.0,1955.892578125,2214.129272460937,2649.19970703125,"matching-load healthy record; approximate, not fault-record RPM"
source_target_min_cov_det,external_dual_three_phase_flt4zv_load_35nm,35,4,v,8,1,True,7.0,33.0,36.0,1970.25927734375,2214.38720703125,2649.217529296875,"matching-load healthy record; approximate, not fault-record RPM"
source_target_min_cov_det,external_dual_three_phase_flt4zv_load_5nm,5,4,v,8,2,True,6.0,30.0,33.0,1462.407958984375,1642.6898803710938,1972.5386962890625,"matching-load healthy record; approximate, not fault-record RPM"
source_target_min_cov_det,external_dual_three_phase_flt5zu_load_0nm,0,5,u,8,6,True,2.0,18.0,21.0,397.9468688964844,462.6670837402344,570.692626953125,"matching-load healthy record; approximate, not fault-record RPM"
source_target_min_cov_det,external_dual_three_phase_flt5zu_load_10nm,10,5,u,8,4,True,4.0,24.0,27.0,779.9163818359375,888.98193359375,1081.3189697265625,"matching-load healthy record; approximate, not fault-record RPM"
source_target_min_cov_det,external_dual_three_phase_flt5zu_load_15nm,15,5,u,8,3,True,5.0,27.0,30.0,1078.806640625,1216.1011962890625,1464.8272705078125,"matching-load healthy record; approximate, not fault-record RPM"
source_target_min_cov_det,external_dual_three_phase_flt5zu_load_20nm,20,5,u,8,3,True,5.0,27.0,30.0,1078.6083984375,1216.421875,1464.4981689453125,"matching-load healthy record; approximate, not fault-record RPM"
source_target_min_cov_det,external_dual_three_phase_flt5zu_load_25nm,25,5,u,8,2,True,6.0,30.0,33.0,1461.3343505859375,1642.8416137695312,1973.265380859375,"matching-load healthy record; approximate, not fault-record RPM"
source_target_min_cov_det,external_dual_three_phase_flt5zu_load_30nm,30,5,u,8,2,True,6.0,30.0,33.0,1462.1236572265625,1642.8013916015625,1972.4547119140625,"matching-load healthy record; approximate, not fault-record RPM"
source_target_min_cov_det,external_dual_three_phase_flt5zu_load_35nm,35,5,u,8,2,True,6.0,30.0,33.0,1461.3568115234375,1642.7521362304688,1973.1285400390625,"matching-load healthy record; approximate, not fault-record RPM"
source_target_min_cov_det,external_dual_three_phase_flt5zu_load_5nm,5,5,u,8,5,True,3.0,21.0,24.0,568.1904296875,644.4864196777344,786.3854370117188,"matching-load healthy record; approximate, not fault-record RPM"
source_target_min_cov_det,external_dual_three_phase_flt6zu_load_0nm,0,6,u,8,6,True,2.0,18.0,21.0,397.9468688964844,462.6670837402344,570.692626953125,"matching-load healthy record; approximate, not fault-record RPM"
source_target_min_cov_det,external_dual_three_phase_flt6zu_load_10nm,10,6,u,8,4,True,4.0,24.0,27.0,779.9163818359375,888.98193359375,1081.3189697265625,"matching-load healthy record; approximate, not fault-record RPM"
source_target_min_cov_det,external_dual_three_phase_flt6zu_load_15nm,15,6,u,8,3,True,5.0,27.0,30.0,1078.806640625,1216.1011962890625,1464.8272705078125,"matching-load healthy record; approximate, not fault-record RPM"
source_target_min_cov_det,external_dual_three_phase_flt6zu_load_20nm,20,6,u,8,3,True,5.0,27.0,30.0,1078.6083984375,1216.421875,1464.4981689453125,"matching-load healthy record; approximate, not fault-record RPM"
source_target_min_cov_det,external_dual_three_phase_flt6zu_load_25nm,25,6,u,8,3,True,5.0,27.0,30.0,1078.01953125,1216.1161499023438,1464.145263671875,"matching-load healthy record; approximate, not fault-record RPM"
source_target_min_cov_det,external_dual_three_phase_flt6zu_load_30nm,30,6,u,8,2,True,6.0,30.0,33.0,1462.1236572265625,1642.8013916015625,1972.4547119140625,"matching-load healthy record; approximate, not fault-record RPM"
source_target_min_cov_det,external_dual_three_phase_flt6zu_load_35nm,35,6,u,8,2,True,6.0,30.0,33.0,1461.3568115234375,1642.7521362304688,1973.1285400390625,"matching-load healthy record; approximate, not fault-record RPM"
source_target_min_cov_det,external_dual_three_phase_flt6zu_load_5nm,5,6,u,8,5,True,3.0,21.0,24.0,568.1904296875,644.4864196777344,786.3854370117188,"matching-load healthy record; approximate, not fault-record RPM"
source_target_ocsvm_rbf,external_dual_three_phase_flt1zu_load_0nm,0,1,u,8,1,True,7.0,33.0,36.0,1971.613525390625,2213.8140869140625,2648.686279296875,"matching-load healthy record; approximate, not fault-record RPM"
source_target_ocsvm_rbf,external_dual_three_phase_flt1zu_load_10nm,10,1,u,8,1,True,7.0,33.0,36.0,1969.545166015625,2214.051513671875,2647.8564453125,"matching-load healthy record; approximate, not fault-record RPM"
source_target_ocsvm_rbf,external_dual_three_phase_flt1zu_load_15nm,15,1,u,8,1,True,7.0,33.0,36.0,1968.6845703125,2214.037109375,2649.14404296875,"matching-load healthy record; approximate, not fault-record RPM"
source_target_ocsvm_rbf,external_dual_three_phase_flt1zu_load_20nm,20,1,u,8,1,True,7.0,33.0,36.0,1969.443115234375,2213.7862548828125,2648.7138671875,"matching-load healthy record; approximate, not fault-record RPM"
source_target_ocsvm_rbf,external_dual_three_phase_flt1zu_load_25nm,25,1,u,8,1,True,7.0,33.0,36.0,1970.82666015625,2214.17041015625,2647.778564453125,"matching-load healthy record; approximate, not fault-record RPM"
source_target_ocsvm_rbf,external_dual_three_phase_flt1zu_load_30nm,30,1,u,8,1,True,7.0,33.0,36.0,1955.892578125,2214.129272460937,2649.19970703125,"matching-load healthy record; approximate, not fault-record RPM"
source_target_ocsvm_rbf,external_dual_three_phase_flt1zu_load_35nm,35,1,u,8,1,True,7.0,33.0,36.0,1970.25927734375,2214.38720703125,2649.217529296875,"matching-load healthy record; approximate, not fault-record RPM"
source_target_ocsvm_rbf,external_dual_three_phase_flt1zu_load_5nm,5,1,u,8,1,True,7.0,33.0,36.0,1970.0791015625,2213.968017578125,2650.441162109375,"matching-load healthy record; approximate, not fault-record RPM"
source_target_ocsvm_rbf,external_dual_three_phase_flt2zv_load_0nm,0,2,v,8,1,True,7.0,33.0,36.0,1971.613525390625,2213.8140869140625,2648.686279296875,"matching-load healthy record; approximate, not fault-record RPM"
source_target_ocsvm_rbf,external_dual_three_phase_flt2zv_load_10nm,10,2,v,8,1,True,7.0,33.0,36.0,1969.545166015625,2214.051513671875,2647.8564453125,"matching-load healthy record; approximate, not fault-record RPM"
source_target_ocsvm_rbf,external_dual_three_phase_flt2zv_load_15nm,15,2,v,8,1,True,7.0,33.0,36.0,1968.6845703125,2214.037109375,2649.14404296875,"matching-load healthy record; approximate, not fault-record RPM"
source_target_ocsvm_rbf,external_dual_three_phase_flt2zv_load_20nm,20,2,v,8,1,True,7.0,33.0,36.0,1969.443115234375,2213.7862548828125,2648.7138671875,"matching-load healthy record; approximate, not fault-record RPM"
source_target_ocsvm_rbf,external_dual_three_phase_flt2zv_load_25nm,25,2,v,8,1,True,7.0,33.0,36.0,1970.82666015625,2214.17041015625,2647.778564453125,"matching-load healthy record; approximate, not fault-record RPM"
source_target_ocsvm_rbf,external_dual_three_phase_flt2zv_load_30nm,30,2,v,8,1,True,7.0,33.0,36.0,1955.892578125,2214.129272460937,2649.19970703125,"matching-load healthy record; approximate, not fault-record RPM"
source_target_ocsvm_rbf,external_dual_three_phase_flt2zv_load_35nm,35,2,v,8,1,True,7.0,33.0,36.0,1970.25927734375,2214.38720703125,2649.217529296875,"matching-load healthy record; approximate, not fault-record RPM"
source_target_ocsvm_rbf,external_dual_three_phase_flt2zv_load_5nm,5,2,v,8,0,False,,,,,,,"matching-load healthy record; approximate, not fault-record RPM"
source_target_ocsvm_rbf,external_dual_three_phase_flt3zu_load_0nm,0,3,u,8,1,True,7.0,33.0,36.0,1971.613525390625,2213.8140869140625,2648.686279296875,"matching-load healthy record; approximate, not fault-record RPM"
source_target_ocsvm_rbf,external_dual_three_phase_flt3zu_load_10nm,10,3,u,8,1,True,7.0,33.0,36.0,1969.545166015625,2214.051513671875,2647.8564453125,"matching-load healthy record; approximate, not fault-record RPM"
source_target_ocsvm_rbf,external_dual_three_phase_flt3zu_load_15nm,15,3,u,8,1,True,7.0,33.0,36.0,1968.6845703125,2214.037109375,2649.14404296875,"matching-load healthy record; approximate, not fault-record RPM"
