method,population,record_id,load_nm,fault_turns,records_blocks,spearman_block_score,naive_p_value
log_euclidean_entity_covariance,fault,external_dual_three_phase_flt4zv_load_20nm,20,4,8,0.9285714285714287,0.0008629681828999767
log_euclidean_entity_covariance,fault,external_dual_three_phase_flt4zv_load_25nm,25,4,8,0.9285714285714287,0.0008629681828999767
log_euclidean_entity_covariance,fault,external_dual_three_phase_flt4zv_load_30nm,30,4,8,0.9285714285714287,0.0008629681828999767
log_euclidean_entity_covariance,fault,external_dual_three_phase_flt4zv_load_35nm,35,4,8,0.9285714285714287,0.0008629681828999767
log_euclidean_entity_covariance,fault,external_dual_three_phase_flt4zv_load_5nm,5,4,8,1.0,0.0
log_euclidean_entity_covariance,fault,external_dual_three_phase_flt5zu_load_0nm,0,5,8,0.9285714285714287,0.0008629681828999767
log_euclidean_entity_covariance,fault,external_dual_three_phase_flt5zu_load_10nm,10,5,8,0.9761904761904763,3.314396026200098e-05
log_euclidean_entity_covariance,fault,external_dual_three_phase_flt5zu_load_15nm,15,5,8,0.9761904761904763,3.314396026200098e-05
log_euclidean_entity_covariance,fault,external_dual_three_phase_flt5zu_load_20nm,20,5,8,0.9285714285714287,0.0008629681828999767
log_euclidean_entity_covariance,fault,external_dual_three_phase_flt5zu_load_25nm,25,5,8,0.9285714285714287,0.0008629681828999767
log_euclidean_entity_covariance,fault,external_dual_three_phase_flt5zu_load_30nm,30,5,8,0.9285714285714287,0.0008629681828999767
log_euclidean_entity_covariance,fault,external_dual_three_phase_flt5zu_load_35nm,35,5,8,0.9285714285714287,0.0008629681828999767
log_euclidean_entity_covariance,fault,external_dual_three_phase_flt5zu_load_5nm,5,5,8,1.0,0.0
log_euclidean_entity_covariance,fault,external_dual_three_phase_flt6zu_load_0nm,0,6,8,0.9285714285714287,0.0008629681828999767
log_euclidean_entity_covariance,fault,external_dual_three_phase_flt6zu_load_10nm,10,6,8,0.9761904761904763,3.314396026200098e-05
log_euclidean_entity_covariance,fault,external_dual_three_phase_flt6zu_load_15nm,15,6,8,0.9761904761904763,3.314396026200098e-05
log_euclidean_entity_covariance,fault,external_dual_three_phase_flt6zu_load_20nm,20,6,8,0.9285714285714287,0.0008629681828999767
log_euclidean_entity_covariance,fault,external_dual_three_phase_flt6zu_load_25nm,25,6,8,0.9285714285714287,0.0008629681828999767
log_euclidean_entity_covariance,fault,external_dual_three_phase_flt6zu_load_30nm,30,6,8,0.9285714285714287,0.0008629681828999767
log_euclidean_entity_covariance,fault,external_dual_three_phase_flt6zu_load_35nm,35,6,8,0.9285714285714287,0.0008629681828999767
log_euclidean_entity_covariance,fault,external_dual_three_phase_flt6zu_load_5nm,5,6,8,1.0,0.0
target_ocsvm_rbf,healthy_test,external_dual_three_phase_flt0z_load_15nm,15,0,8,0.3571428571428572,0.38512064355625614
target_ocsvm_rbf,healthy_test,external_dual_three_phase_flt0z_load_25nm,25,0,8,0.3571428571428572,0.38512064355625614
target_ocsvm_rbf,healthy_test,external_dual_three_phase_flt0z_load_35nm,35,0,8,0.3571428571428572,0.38512064355625614
target_ocsvm_rbf,healthy_test,external_dual_three_phase_flt0z_load_5nm,5,0,8,0.3571428571428572,0.38512064355625614
target_ocsvm_rbf,fault,external_dual_three_phase_flt1zu_load_0nm,0,1,8,0.8333333333333335,0.010175540123456752
target_ocsvm_rbf,fault,external_dual_three_phase_flt1zu_load_10nm,10,1,8,0.3571428571428572,0.38512064355625614
target_ocsvm_rbf,fault,external_dual_three_phase_flt1zu_load_15nm,15,1,8,0.3571428571428572,0.38512064355625614
target_ocsvm_rbf,fault,external_dual_three_phase_flt1zu_load_20nm,20,1,8,0.3571428571428572,0.38512064355625614
target_ocsvm_rbf,fault,external_dual_three_phase_flt1zu_load_25nm,25,1,8,0.3571428571428572,0.38512064355625614
target_ocsvm_rbf,fault,external_dual_three_phase_flt1zu_load_30nm,30,1,8,0.3571428571428572,0.38512064355625614
target_ocsvm_rbf,fault,external_dual_three_phase_flt1zu_load_35nm,35,1,8,0.3571428571428572,0.38512064355625614
target_ocsvm_rbf,fault,external_dual_three_phase_flt1zu_load_5nm,5,1,8,0.6904761904761906,0.057990318164572716
target_ocsvm_rbf,fault,external_dual_three_phase_flt2zv_load_0nm,0,2,8,1.0,0.0
target_ocsvm_rbf,fault,external_dual_three_phase_flt2zv_load_10nm,10,2,8,0.8333333333333335,0.010175540123456752
target_ocsvm_rbf,fault,external_dual_three_phase_flt2zv_load_15nm,15,2,8,0.7380952380952381,0.03655276105286081
target_ocsvm_rbf,fault,external_dual_three_phase_flt2zv_load_20nm,20,2,8,0.5714285714285715,0.13895995716070672
target_ocsvm_rbf,fault,external_dual_three_phase_flt2zv_load_25nm,25,2,8,0.5714285714285715,0.13895995716070672
target_ocsvm_rbf,fault,external_dual_three_phase_flt2zv_load_30nm,30,2,8,0.4285714285714286,0.2894032248467901
target_ocsvm_rbf,fault,external_dual_three_phase_flt2zv_load_35nm,35,2,8,0.4285714285714286,0.2894032248467901
target_ocsvm_rbf,fault,external_dual_three_phase_flt2zv_load_5nm,5,2,8,0.8571428571428572,0.0065300172547152905
target_ocsvm_rbf,fault,external_dual_three_phase_flt3zu_load_0nm,0,3,8,1.0,0.0
target_ocsvm_rbf,fault,external_dual_three_phase_flt3zu_load_10nm,10,3,8,0.8571428571428572,0.0065300172547152905
target_ocsvm_rbf,fault,external_dual_three_phase_flt3zu_load_15nm,15,3,8,0.7380952380952381,0.03655276105286081
target_ocsvm_rbf,fault,external_dual_three_phase_flt3zu_load_20nm,20,3,8,0.6190476190476191,0.10173303745426478
target_ocsvm_rbf,fault,external_dual_three_phase_flt3zu_load_25nm,25,3,8,0.6190476190476191,0.10173303745426478
target_ocsvm_rbf,fault,external_dual_three_phase_flt3zu_load_30nm,30,3,8,0.5714285714285715,0.13895995716070672
target_ocsvm_rbf,fault,external_dual_three_phase_flt3zu_load_35nm,35,3,8,0.5714285714285715,0.13895995716070672
target_ocsvm_rbf,fault,external_dual_three_phase_flt3zu_load_5nm,5,3,8,0.9285714285714287,0.0008629681828999767
target_ocsvm_rbf,fault,external_dual_three_phase_flt4zv_load_0nm,0,4,8,1.0,0.0
target_ocsvm_rbf,fault,external_dual_three_phase_flt4zv_load_10nm,10,4,8,0.8571428571428572,0.0065300172547152905
target_ocsvm_rbf,fault,external_dual_three_phase_flt4zv_load_15nm,15,4,8,0.7619047619047621,0.028004939153071805
target_ocsvm_rbf,fault,external_dual_three_phase_flt4zv_load_20nm,20,4,8,0.7619047619047621,0.028004939153071805
target_ocsvm_rbf,fault,external_dual_three_phase_flt4zv_load_25nm,25,4,8,0.6190476190476191,0.10173303745426478
target_ocsvm_rbf,fault,external_dual_three_phase_flt4zv_load_30nm,30,4,8,0.6190476190476191,0.10173303745426478
target_ocsvm_rbf,fault,external_dual_three_phase_flt4zv_load_35nm,35,4,8,0.6190476190476191,0.10173303745426478
target_ocsvm_rbf,fault,external_dual_three_phase_flt4zv_load_5nm,5,4,8,0.9285714285714287,0.0008629681828999767
target_ocsvm_rbf,fault,external_dual_three_phase_flt5zu_load_0nm,0,5,8,1.0,0.0
target_ocsvm_rbf,fault,external_dual_three_phase_flt5zu_load_10nm,10,5,8,0.8571428571428572,0.0065300172547152905
target_ocsvm_rbf,fault,external_dual_three_phase_flt5zu_load_15nm,15,5,8,0.7619047619047621,0.028004939153071805
target_ocsvm_rbf,fault,external_dual_three_phase_flt5zu_load_20nm,20,5,8,0.7380952380952381,0.03655276105286081
target_ocsvm_rbf,fault,external_dual_three_phase_flt5zu_load_25nm,25,5,8,0.6190476190476191,0.10173303745426478
target_ocsvm_rbf,fault,external_dual_three_phase_flt5zu_load_30nm,30,5,8,0.6190476190476191,0.10173303745426478
target_ocsvm_rbf,fault,external_dual_three_phase_flt5zu_load_35nm,35,5,8,0.5714285714285715,0.13895995716070672
target_ocsvm_rbf,fault,external_dual_three_phase_flt5zu_load_5nm,5,5,8,0.9285714285714287,0.0008629681828999767
target_ocsvm_rbf,fault,external_dual_three_phase_flt6zu_load_0nm,0,6,8,1.0,0.0
target_ocsvm_rbf,fault,external_dual_three_phase_flt6zu_load_10nm,10,6,8,0.8571428571428572,0.0065300172547152905
target_ocsvm_rbf,fault,external_dual_three_phase_flt6zu_load_15nm,15,6,8,0.7619047619047621,0.028004939153071805
target_ocsvm_rbf,fault,external_dual_three_phase_flt6zu_load_20nm,20,6,8,0.7380952380952381,0.03655276105286081
target_ocsvm_rbf,fault,external_dual_three_phase_flt6zu_load_25nm,25,6,8,0.6190476190476191,0.10173303745426478
target_ocsvm_rbf,fault,external_dual_three_phase_flt6zu_load_30nm,30,6,8,0.6190476190476191,0.10173303745426478
target_ocsvm_rbf,fault,external_dual_three_phase_flt6zu_load_35nm,35,6,8,0.5714285714285715,0.13895995716070672
target_ocsvm_rbf,fault,external_dual_three_phase_flt6zu_load_5nm,5,6,8,0.9761904761904763,3.314396026200098e-05
source_target_ocsvm_rbf,healthy_test,external_dual_three_phase_flt0z_load_15nm,15,0,8,0.3571428571428572,0.38512064355625614
source_target_ocsvm_rbf,healthy_test,external_dual_three_phase_flt0z_load_25nm,25,0,8,0.3571428571428572,0.38512064355625614
source_target_ocsvm_rbf,healthy_test,external_dual_three_phase_flt0z_load_35nm,35,0,8,0.3571428571428572,0.38512064355625614
source_target_ocsvm_rbf,healthy_test,external_dual_three_phase_flt0z_load_5nm,5,0,8,0.3571428571428572,0.38512064355625614
source_target_ocsvm_rbf,fault,external_dual_three_phase_flt1zu_load_0nm,0,1,8,0.8333333333333335,0.010175540123456752
source_target_ocsvm_rbf,fault,external_dual_three_phase_flt1zu_load_10nm,10,1,8,0.3571428571428572,0.38512064355625614
source_target_ocsvm_rbf,fault,external_dual_three_phase_flt1zu_load_15nm,15,1,8,0.3571428571428572,0.38512064355625614
source_target_ocsvm_rbf,fault,external_dual_three_phase_flt1zu_load_20nm,20,1,8,0.3571428571428572,0.38512064355625614
source_target_ocsvm_rbf,fault,external_dual_three_phase_flt1zu_load_25nm,25,1,8,0.3571428571428572,0.38512064355625614
source_target_ocsvm_rbf,fault,external_dual_three_phase_flt1zu_load_30nm,30,1,8,0.3571428571428572,0.38512064355625614
source_target_ocsvm_rbf,fault,external_dual_three_phase_flt1zu_load_35nm,35,1,8,0.3571428571428572,0.38512064355625614
source_target_ocsvm_rbf,fault,external_dual_three_phase_flt1zu_load_5nm,5,1,8,0.5714285714285715,0.13895995716070672
source_target_ocsvm_rbf,fault,external_dual_three_phase_flt2zv_load_0nm,0,2,8,0.9940297973880048,5.296153515645125e-07
source_target_ocsvm_rbf,fault,external_dual_three_phase_flt2zv_load_10nm,10,2,8,0.7380952380952381,0.03655276105286081
source_target_ocsvm_rbf,fault,external_dual_three_phase_flt2zv_load_15nm,15,2,8,0.4761904761904762,0.23293553465009798
source_target_ocsvm_rbf,fault,external_dual_three_phase_flt2zv_load_20nm,20,2,8,0.4285714285714286,0.2894032248467901
source_target_ocsvm_rbf,fault,external_dual_three_phase_flt2zv_load_25nm,25,2,8,0.4285714285714286,0.2894032248467901
source_target_ocsvm_rbf,fault,external_dual_three_phase_flt2zv_load_30nm,30,2,8,0.4285714285714286,0.2894032248467901
source_target_ocsvm_rbf,fault,external_dual_three_phase_flt2zv_load_35nm,35,2,8,0.4285714285714286,0.2894032248467901
source_target_ocsvm_rbf,fault,external_dual_three_phase_flt2zv_load_5nm,5,2,8,0.8571428571428572,0.0065300172547152905
source_target_ocsvm_rbf,fault,external_dual_three_phase_flt3zu_load_0nm,0,3,8,1.0,0.0
source_target_ocsvm_rbf,fault,external_dual_three_phase_flt3zu_load_10nm,10,3,8,0.7619047619047621,0.028004939153071805
source_target_ocsvm_rbf,fault,external_dual_three_phase_flt3zu_load_15nm,15,3,8,0.4761904761904762,0.23293553465009798
source_target_ocsvm_rbf,fault,external_dual_three_phase_flt3zu_load_20nm,20,3,8,0.4761904761904762,0.23293553465009798
source_target_ocsvm_rbf,fault,external_dual_three_phase_flt3zu_load_25nm,25,3,8,0.4761904761904762,0.23293553465009798
source_target_ocsvm_rbf,fault,external_dual_three_phase_flt3zu_load_30nm,30,3,8,0.4285714285714286,0.2894032248467901
source_target_ocsvm_rbf,fault,external_dual_three_phase_flt3zu_load_35nm,35,3,8,0.4285714285714286,0.2894032248467901
source_target_ocsvm_rbf,fault,external_dual_three_phase_flt3zu_load_5nm,5,3,8,0.5000000000000001,0.2070312499999999
source_target_ocsvm_rbf,fault,external_dual_three_phase_flt4zv_load_0nm,0,4,8,1.0,0.0
source_target_ocsvm_rbf,fault,external_dual_three_phase_flt4zv_load_10nm,10,4,8,0.5000000000000001,0.2070312499999999
source_target_ocsvm_rbf,fault,external_dual_three_phase_flt4zv_load_15nm,15,4,8,0.5000000000000001,0.2070312499999999
source_target_ocsvm_rbf,fault,external_dual_three_phase_flt4zv_load_20nm,20,4,8,0.4761904761904762,0.23293553465009798
source_target_ocsvm_rbf,fault,external_dual_three_phase_flt4zv_load_25nm,25,4,8,0.4761904761904762,0.23293553465009798
source_target_ocsvm_rbf,fault,external_dual_three_phase_flt4zv_load_30nm,30,4,8,0.4761904761904762,0.23293553465009798
source_target_ocsvm_rbf,fault,external_dual_three_phase_flt4zv_load_35nm,35,4,8,0.4285714285714286,0.2894032248467901
source_target_ocsvm_rbf,fault,external_dual_three_phase_flt4zv_load_5nm,5,4,8,0.5000000000000001,0.2070312499999999
source_target_ocsvm_rbf,fault,external_dual_three_phase_flt5zu_load_0nm,0,5,8,1.0,0.0
source_target_ocsvm_rbf,fault,external_dual_three_phase_flt5zu_load_10nm,10,5,8,0.6428571428571429,0.08555889101267325
source_target_ocsvm_rbf,fault,external_dual_three_phase_flt5zu_load_15nm,15,5,8,0.7619047619047621,0.028004939153071805
source_target_ocsvm_rbf,fault,external_dual_three_phase_flt5zu_load_20nm,20,5,8,0.6190476190476191,0.10173303745426478
source_target_ocsvm_rbf,fault,external_dual_three_phase_flt5zu_load_25nm,25,5,8,0.4761904761904762,0.23293553465009798
source_target_ocsvm_rbf,fault,external_dual_three_phase_flt5zu_load_30nm,30,5,8,0.4761904761904762,0.23293553465009798
source_target_ocsvm_rbf,fault,external_dual_three_phase_flt5zu_load_35nm,35,5,8,0.4285714285714286,0.2894032248467901
source_target_ocsvm_rbf,fault,external_dual_three_phase_flt5zu_load_5nm,5,5,8,0.6428571428571429,0.08555889101267325
source_target_ocsvm_rbf,fault,external_dual_three_phase_flt6zu_load_0nm,0,6,8,1.0,0.0
source_target_ocsvm_rbf,fault,external_dual_three_phase_flt6zu_load_10nm,10,6,8,0.6428571428571429,0.08555889101267325
source_target_ocsvm_rbf,fault,external_dual_three_phase_flt6zu_load_15nm,15,6,8,0.6428571428571429,0.08555889101267325
source_target_ocsvm_rbf,fault,external_dual_three_phase_flt6zu_load_20nm,20,6,8,0.6190476190476191,0.10173303745426478
source_target_ocsvm_rbf,fault,external_dual_three_phase_flt6zu_load_25nm,25,6,8,0.4761904761904762,0.23293553465009798
source_target_ocsvm_rbf,fault,external_dual_three_phase_flt6zu_load_30nm,30,6,8,0.4761904761904762,0.23293553465009798
source_target_ocsvm_rbf,fault,external_dual_three_phase_flt6zu_load_35nm,35,6,8,0.4285714285714286,0.2894032248467901
source_target_ocsvm_rbf,fault,external_dual_three_phase_flt6zu_load_5nm,5,6,8,0.9285714285714287,0.0008629681828999767
target_isolation_forest,healthy_test,external_dual_three_phase_flt0z_load_15nm,15,0,8,0.09523809523809526,0.8225054302036114
target_isolation_forest,healthy_test,external_dual_three_phase_flt0z_load_25nm,25,0,8,-0.04761904761904763,0.9108491685195836
target_isolation_forest,healthy_test,external_dual_three_phase_flt0z_load_35nm,35,0,8,-0.5000000000000001,0.2070312499999999
target_isolation_forest,healthy_test,external_dual_three_phase_flt0z_load_5nm,5,0,8,0.261904761904762,0.530922861565801
target_isolation_forest,fault,external_dual_three_phase_flt1zu_load_0nm,0,1,8,0.8571428571428572,0.0065300172547152905
target_isolation_forest,fault,external_dual_three_phase_flt1zu_load_10nm,10,1,8,0.6904761904761906,0.057990318164572716
target_isolation_forest,fault,external_dual_three_phase_flt1zu_load_15nm,15,1,8,0.4761904761904762,0.23293553465009798
target_isolation_forest,fault,external_dual_three_phase_flt1zu_load_20nm,20,1,8,0.3571428571428572,0.38512064355625614
target_isolation_forest,fault,external_dual_three_phase_flt1zu_load_25nm,25,1,8,0.261904761904762,0.530922861565801
target_isolation_forest,fault,external_dual_three_phase_flt1zu_load_30nm,30,1,8,0.2380952380952381,0.5701563208157683
target_isolation_forest,fault,external_dual_three_phase_flt1zu_load_35nm,35,1,8,0.07142857142857144,0.8665262706759088
target_isolation_forest,fault,external_dual_three_phase_flt1zu_load_5nm,5,1,8,0.8095238095238096,0.014902667686230072
target_isolation_forest,fault,external_dual_three_phase_flt2zv_load_0nm,0,2,8,0.9285714285714287,0.0008629681828999767
target_isolation_forest,fault,external_dual_three_phase_flt2zv_load_10nm,10,2,8,0.8571428571428572,0.0065300172547152905
target_isolation_forest,fault,external_dual_three_phase_flt2zv_load_15nm,15,2,8,0.8095238095238096,0.014902667686230072
target_isolation_forest,fault,external_dual_three_phase_flt2zv_load_20nm,20,2,8,0.8333333333333335,0.010175540123456752
target_isolation_forest,fault,external_dual_three_phase_flt2zv_load_25nm,25,2,8,0.7380952380952381,0.03655276105286081
target_isolation_forest,fault,external_dual_three_phase_flt2zv_load_30nm,30,2,8,0.7380952380952381,0.03655276105286081
target_isolation_forest,fault,external_dual_three_phase_flt2zv_load_35nm,35,2,8,0.7380952380952381,0.03655276105286081
target_isolation_forest,fault,external_dual_three_phase_flt2zv_load_5nm,5,2,8,0.8095238095238096,0.014902667686230072
target_isolation_forest,fault,external_dual_three_phase_flt3zu_load_0nm,0,3,8,0.880952380952381,0.0038503204637324005
target_isolation_forest,fault,external_dual_three_phase_flt3zu_load_10nm,10,3,8,0.8571428571428572,0.0065300172547152905
target_isolation_forest,fault,external_dual_three_phase_flt3zu_load_15nm,15,3,8,0.9047619047619048,0.002008275505429469
target_isolation_forest,fault,external_dual_three_phase_flt3zu_load_20nm,20,3,8,0.7380952380952381,0.03655276105286081
target_isolation_forest,fault,external_dual_three_phase_flt3zu_load_25nm,25,3,8,0.8333333333333335,0.010175540123456752
target_isolation_forest,fault,external_dual_three_phase_flt3zu_load_30nm,30,3,8,0.8333333333333335,0.010175540123456752
target_isolation_forest,fault,external_dual_three_phase_flt3zu_load_35nm,35,3,8,0.7380952380952381,0.03655276105286081
target_isolation_forest,fault,external_dual_three_phase_flt3zu_load_5nm,5,3,8,0.9523809523809524,0.000260400024387251
target_isolation_forest,fault,external_dual_three_phase_flt4zv_load_0nm,0,4,8,0.6190476190476191,0.10173303745426478
target_isolation_forest,fault,external_dual_three_phase_flt4zv_load_10nm,10,4,8,0.7619047619047621,0.028004939153071805
target_isolation_forest,fault,external_dual_three_phase_flt4zv_load_15nm,15,4,8,0.8571428571428572,0.0065300172547152905
target_isolation_forest,fault,external_dual_three_phase_flt4zv_load_20nm,20,4,8,0.9285714285714287,0.0008629681828999767
target_isolation_forest,fault,external_dual_three_phase_flt4zv_load_25nm,25,4,8,0.9047619047619048,0.002008275505429469
target_isolation_forest,fault,external_dual_three_phase_flt4zv_load_30nm,30,4,8,0.8333333333333335,0.010175540123456752
target_isolation_forest,fault,external_dual_three_phase_flt4zv_load_35nm,35,4,8,0.8333333333333335,0.010175540123456752
target_isolation_forest,fault,external_dual_three_phase_flt4zv_load_5nm,5,4,8,0.9761904761904763,3.314396026200098e-05
target_isolation_forest,fault,external_dual_three_phase_flt5zu_load_0nm,0,5,8,0.9761904761904763,3.314396026200098e-05
target_isolation_forest,fault,external_dual_three_phase_flt5zu_load_10nm,10,5,8,0.9285714285714287,0.0008629681828999767
target_isolation_forest,fault,external_dual_three_phase_flt5zu_load_15nm,15,5,8,0.9285714285714287,0.0008629681828999767
target_isolation_forest,fault,external_dual_three_phase_flt5zu_load_20nm,20,5,8,0.9285714285714287,0.0008629681828999767
target_isolation_forest,fault,external_dual_three_phase_flt5zu_load_25nm,25,5,8,0.8571428571428572,0.0065300172547152905
target_isolation_forest,fault,external_dual_three_phase_flt5zu_load_30nm,30,5,8,0.8333333333333335,0.010175540123456752
target_isolation_forest,fault,external_dual_three_phase_flt5zu_load_35nm,35,5,8,0.8333333333333335,0.010175540123456752
target_isolation_forest,fault,external_dual_three_phase_flt5zu_load_5nm,5,5,8,0.9761904761904763,3.314396026200098e-05
target_isolation_forest,fault,external_dual_three_phase_flt6zu_load_0nm,0,6,8,0.9761904761904763,3.314396026200098e-05
target_isolation_forest,fault,external_dual_three_phase_flt6zu_load_10nm,10,6,8,0.9285714285714287,0.0008629681828999767
target_isolation_forest,fault,external_dual_three_phase_flt6zu_load_15nm,15,6,8,0.9285714285714287,0.0008629681828999767
target_isolation_forest,fault,external_dual_three_phase_flt6zu_load_20nm,20,6,8,0.9285714285714287,0.0008629681828999767
target_isolation_forest,fault,external_dual_three_phase_flt6zu_load_25nm,25,6,8,0.8571428571428572,0.0065300172547152905
target_isolation_forest,fault,external_dual_three_phase_flt6zu_load_30nm,30,6,8,0.8333333333333335,0.010175540123456752
target_isolation_forest,fault,external_dual_three_phase_flt6zu_load_35nm,35,6,8,0.8333333333333335,0.010175540123456752
target_isolation_forest,fault,external_dual_three_phase_flt6zu_load_5nm,5,6,8,0.9761904761904763,3.314396026200098e-05
source_target_isolation_forest,healthy_test,external_dual_three_phase_flt0z_load_15nm,15,0,8,0.28571428571428575,0.49272624501695717
source_target_isolation_forest,healthy_test,external_dual_three_phase_flt0z_load_25nm,25,0,8,0.2142857142857143,0.6103444156452669
source_target_isolation_forest,healthy_test,external_dual_three_phase_flt0z_load_35nm,35,0,8,0.09523809523809526,0.8225054302036114
source_target_isolation_forest,healthy_test,external_dual_three_phase_flt0z_load_5nm,5,0,8,0.30952380952380953,0.4556448907375822
source_target_isolation_forest,fault,external_dual_three_phase_flt1zu_load_0nm,0,1,8,0.8333333333333335,0.010175540123456752
source_target_isolation_forest,fault,external_dual_three_phase_flt1zu_load_10nm,10,1,8,0.6190476190476191,0.10173303745426478
source_target_isolation_forest,fault,external_dual_three_phase_flt1zu_load_15nm,15,1,8,0.4761904761904762,0.23293553465009798
source_target_isolation_forest,fault,external_dual_three_phase_flt1zu_load_20nm,20,1,8,0.4761904761904762,0.23293553465009798
source_target_isolation_forest,fault,external_dual_three_phase_flt1zu_load_25nm,25,1,8,0.28571428571428575,0.49272624501695717
source_target_isolation_forest,fault,external_dual_three_phase_flt1zu_load_30nm,30,1,8,0.28571428571428575,0.49272624501695717
source_target_isolation_forest,fault,external_dual_three_phase_flt1zu_load_35nm,35,1,8,0.28571428571428575,0.49272624501695717
source_target_isolation_forest,fault,external_dual_three_phase_flt1zu_load_5nm,5,1,8,0.7142857142857144,0.046528232284167255
source_target_isolation_forest,fault,external_dual_three_phase_flt2zv_load_0nm,0,2,8,0.9047619047619048,0.002008275505429469
source_target_isolation_forest,fault,external_dual_three_phase_flt2zv_load_10nm,10,2,8,0.8095238095238096,0.014902667686230072
source_target_isolation_forest,fault,external_dual_three_phase_flt2zv_load_15nm,15,2,8,0.7142857142857144,0.046528232284167255
source_target_isolation_forest,fault,external_dual_three_phase_flt2zv_load_20nm,20,2,8,0.7380952380952381,0.03655276105286081
source_target_isolation_forest,fault,external_dual_three_phase_flt2zv_load_25nm,25,2,8,0.6190476190476191,0.10173303745426478
source_target_isolation_forest,fault,external_dual_three_phase_flt2zv_load_30nm,30,2,8,0.6190476190476191,0.10173303745426478
source_target_isolation_forest,fault,external_dual_three_phase_flt2zv_load_35nm,35,2,8,0.6190476190476191,0.10173303745426478
source_target_isolation_forest,fault,external_dual_three_phase_flt2zv_load_5nm,5,2,8,0.7619047619047621,0.028004939153071805
source_target_isolation_forest,fault,external_dual_three_phase_flt3zu_load_0nm,0,3,8,0.8095238095238096,0.014902667686230072
source_target_isolation_forest,fault,external_dual_three_phase_flt3zu_load_10nm,10,3,8,0.7857142857142858,0.020815127253525273
source_target_isolation_forest,fault,external_dual_three_phase_flt3zu_load_15nm,15,3,8,0.8571428571428572,0.0065300172547152905
source_target_isolation_forest,fault,external_dual_three_phase_flt3zu_load_20nm,20,3,8,0.8333333333333335,0.010175540123456752
source_target_isolation_forest,fault,external_dual_three_phase_flt3zu_load_25nm,25,3,8,0.8333333333333335,0.010175540123456752
source_target_isolation_forest,fault,external_dual_three_phase_flt3zu_load_30nm,30,3,8,0.7380952380952381,0.03655276105286081
source_target_isolation_forest,fault,external_dual_three_phase_flt3zu_load_35nm,35,3,8,0.7380952380952381,0.03655276105286081
source_target_isolation_forest,fault,external_dual_three_phase_flt3zu_load_5nm,5,3,8,0.9523809523809524,0.000260400024387251
source_target_isolation_forest,fault,external_dual_three_phase_flt4zv_load_0nm,0,4,8,0.7619047619047621,0.028004939153071805
source_target_isolation_forest,fault,external_dual_three_phase_flt4zv_load_10nm,10,4,8,0.6904761904761906,0.057990318164572716
source_target_isolation_forest,fault,external_dual_three_phase_flt4zv_load_15nm,15,4,8,0.6904761904761906,0.057990318164572716
source_target_isolation_forest,fault,external_dual_three_phase_flt4zv_load_20nm,20,4,8,0.8571428571428572,0.0065300172547152905
source_target_isolation_forest,fault,external_dual_three_phase_flt4zv_load_25nm,25,4,8,0.7380952380952381,0.03655276105286081
source_target_isolation_forest,fault,external_dual_three_phase_flt4zv_load_30nm,30,4,8,0.7380952380952381,0.03655276105286081
source_target_isolation_forest,fault,external_dual_three_phase_flt4zv_load_35nm,35,4,8,0.7380952380952381,0.03655276105286081
source_target_isolation_forest,fault,external_dual_three_phase_flt4zv_load_5nm,5,4,8,0.8571428571428572,0.0065300172547152905
source_target_isolation_forest,fault,external_dual_three_phase_flt5zu_load_0nm,0,5,8,0.9523809523809524,0.000260400024387251
source_target_isolation_forest,fault,external_dual_three_phase_flt5zu_load_10nm,10,5,8,0.9285714285714287,0.0008629681828999767
source_target_isolation_forest,fault,external_dual_three_phase_flt5zu_load_15nm,15,5,8,0.8571428571428572,0.0065300172547152905
source_target_isolation_forest,fault,external_dual_three_phase_flt5zu_load_20nm,20,5,8,0.8571428571428572,0.0065300172547152905
source_target_isolation_forest,fault,external_dual_three_phase_flt5zu_load_25nm,25,5,8,0.7619047619047621,0.028004939153071805
source_target_isolation_forest,fault,external_dual_three_phase_flt5zu_load_30nm,30,5,8,0.7142857142857144,0.046528232284167255
source_target_isolation_forest,fault,external_dual_three_phase_flt5zu_load_35nm,35,5,8,0.7142857142857144,0.046528232284167255
source_target_isolation_forest,fault,external_dual_three_phase_flt5zu_load_5nm,5,5,8,0.9285714285714287,0.0008629681828999767
source_target_isolation_forest,fault,external_dual_three_phase_flt6zu_load_0nm,0,6,8,0.9523809523809524,0.000260400024387251
source_target_isolation_forest,fault,external_dual_three_phase_flt6zu_load_10nm,10,6,8,0.9047619047619048,0.002008275505429469
source_target_isolation_forest,fault,external_dual_three_phase_flt6zu_load_15nm,15,6,8,0.8571428571428572,0.0065300172547152905
source_target_isolation_forest,fault,external_dual_three_phase_flt6zu_load_20nm,20,6,8,0.8571428571428572,0.0065300172547152905
source_target_isolation_forest,fault,external_dual_three_phase_flt6zu_load_25nm,25,6,8,0.7619047619047621,0.028004939153071805
source_target_isolation_forest,fault,external_dual_three_phase_flt6zu_load_30nm,30,6,8,0.7380952380952381,0.03655276105286081
source_target_isolation_forest,fault,external_dual_three_phase_flt6zu_load_35nm,35,6,8,0.7142857142857144,0.046528232284167255
source_target_isolation_forest,fault,external_dual_three_phase_flt6zu_load_5nm,5,6,8,0.9761904761904763,3.314396026200098e-05
target_min_cov_det,healthy_test,external_dual_three_phase_flt0z_load_15nm,15,0,8,0.0,1.0
