method,population,block_id,external_motor_count,records,blocks,alarms,alarm_rate,score_mean,score_std,score_min,score_q25,score_median,score_q75,score_max
source_target_min_cov_det,healthy_all,4,1,8,8,0,0.0,2873.269527615658,1950.2275973018639,1904.176127914576,2160.3218249573874,2257.1272226215997,2290.351125608162,7689.049219780893
source_target_min_cov_det,healthy_all,5,1,8,8,1,0.125,6573.238457442434,9276.348551676412,2907.105991822289,3274.1053405268863,3398.427130953055,3440.950779370538,29526.447564835747
source_target_min_cov_det,healthy_all,6,1,8,8,1,0.125,8938.32369098581,9623.054113003158,5040.92275121673,5479.910087578466,5669.346972745232,5725.219272098563,32747.289296134662
source_target_min_cov_det,healthy_all,7,1,8,8,2,0.25,9691.113644561134,486.2937193960723,8888.148359902994,9518.924301291292,9731.271636360209,9808.163091829721,10615.191246428209
source_target_min_cov_det,healthy_test,0,1,4,4,0,0.0,1969.4260967785362,127.49653263150186,1786.917454394701,1934.1412423330905,2007.1346125694743,2042.41946701492,2076.5177075804954
source_target_min_cov_det,healthy_test,1,1,4,4,0,0.0,1140.334120238013,104.980830697599,988.9674829537825,1111.23166461362,1175.4404169690224,1204.5428725934153,1221.4881640602243
source_target_min_cov_det,healthy_test,2,1,4,4,0,0.0,1174.1481265336079,128.77001303194413,987.2879323063104,1141.580392729377,1218.8606281894977,1251.4283619937287,1271.5833174491258
source_target_min_cov_det,healthy_test,3,1,4,4,0,0.0,1486.7164103034274,162.82876914420964,1249.9618387129838,1445.3720292634966,1546.3263077416368,1587.6706887815674,1604.251187017452
source_target_min_cov_det,healthy_test,4,1,4,4,0,0.0,2162.5280255548405,180.3588208581997,1904.176127914576,2108.0348637124393,2221.2956031751787,2275.78876501758,2303.344767954429
source_target_min_cov_det,healthy_test,5,1,4,4,0,0.0,3274.4632543775488,251.89848954967312,2907.105991822289,3213.911234735823,3367.7459595031496,3428.297979144875,3455.255106681606
source_target_min_cov_det,healthy_test,6,1,4,4,0,0.0,5495.226698099872,320.4393452532768,5040.92275121673,5386.284402026964,5598.07147569631,5707.013771769218,5743.841089790139
source_target_min_cov_det,healthy_test,7,1,4,4,1,0.25,9512.163100983553,430.01700788401484,8888.148359902994,9399.640237090698,9667.712015411227,9780.234879304084,9825.08001320876
source_target_ocsvm_rbf,fault,0,1,48,48,0,0.0,0.7296363449861619,0.050596001469681344,0.5566522534544494,0.7306241701340983,0.7490264434791987,0.7550544276469529,0.7690943401022505
source_target_ocsvm_rbf,fault,1,1,48,48,0,0.0,0.49092759566897115,0.07233408392474869,0.3858179066152606,0.4581933205766198,0.46986805311487184,0.48363824823635465,0.7125115372589191
source_target_ocsvm_rbf,fault,2,1,48,48,0,0.0,0.44347228349190587,0.15637480136154602,0.231592412587671,0.31154501080399244,0.38308765891272234,0.5571961045788346,0.7312118352780135
source_target_ocsvm_rbf,fault,3,1,48,48,0,0.0,0.5407469046632071,0.14445016459168228,0.3004473914729437,0.42909058409385437,0.5410187265210468,0.6895576535776935,0.7312599613591997
source_target_ocsvm_rbf,fault,4,1,48,48,0,0.0,0.6430015492502373,0.1097137346648361,0.40071382632457,0.6087791576171925,0.6768000221939379,0.7265983300580924,0.8158424585208812
source_target_ocsvm_rbf,fault,5,1,48,48,2,0.041666666666666664,0.7026838964250756,0.06719608221949654,0.5454604963712972,0.7036968769050678,0.7222117622685298,0.7310789747122647,0.8709283941869712
source_target_ocsvm_rbf,fault,6,1,48,48,3,0.0625,0.7465837409547701,0.035284991698429635,0.7132401273098141,0.7296127585082772,0.731259767441496,0.7574811403053117,0.872341043302658
source_target_ocsvm_rbf,fault,7,1,48,48,44,0.9166666666666666,0.8405607546153728,0.01378646925114476,0.819107108321094,0.8299766359114904,0.8344408496546563,0.8514621162954417,0.8723410443374777
source_target_ocsvm_rbf,healthy_all,0,1,8,8,0,0.0,0.6524603639190975,0.26396097027460624,0.0003610651475721,0.7328309256853953,0.7442498594856781,0.7568464361162728,0.7640333186079483
source_target_ocsvm_rbf,healthy_all,1,1,8,8,0,0.0,0.38739095213894814,0.15826941217421736,0.0001446210487852,0.42632596334058726,0.44853515195752547,0.45510948132610873,0.4643346849243004
source_target_ocsvm_rbf,healthy_all,2,1,8,8,0,0.0,0.2373415516015454,0.10316681358307135,0.0002271834729228,0.23323443574662547,0.2814696726283262,0.2976636233643182,0.3034879124209575
source_target_ocsvm_rbf,healthy_all,3,1,8,8,0,0.0,0.25632638996649176,0.1100258509224049,0.0003661793000597,0.26271167061910305,0.3032404532824613,0.3151160432900415,0.3217607254411267
source_target_ocsvm_rbf,healthy_all,4,1,8,8,0,0.0,0.42019198091729204,0.15089956862533838,0.2872464262456248,0.36605183421472715,0.3837382186109888,0.4033121464513468,0.7812908577109283
