scope,feature,feature_family,block_id,block_label,independent_motors,healthy_units,fault_units,matched_fault_health_pairs,healthy_raw_mean,fault_raw_mean,raw_hedges_g_fault_minus_health,raw_single_feature_auc_fault_higher,raw_direction_free_auc,matched_raw_difference_mean,matched_raw_difference_median,matched_raw_dz,robust_z_hedges_g_fault_minus_health,robust_z_single_feature_auc_fault_higher,robust_z_direction_free_auc,matched_robust_z_dz,auroc_inferential_claimed
all_matched_loads,harmonic_3_ratio_max,harmonic_sideband,2,2,1,16,96,96,0.01194627339641723,0.024483465456171454,0.6459913182773777,0.8307291666666667,0.8307291666666667,0.012537192059754225,0.009374154681548454,0.8880154812410782,0.6916479551394031,0.8463541666666667,0.8463541666666667,0.9002699125585584,False
all_matched_loads,harmonic_3_ratio_max,harmonic_sideband,3,3,1,16,96,96,0.012736100820354413,0.032076608416058396,0.6958637990620349,0.8658854166666666,0.8658854166666666,0.01934050759570399,0.013094796090748944,0.9890210833595686,0.7406304273985178,0.876953125,0.876953125,1.0228244337020316,False
all_matched_loads,harmonic_3_ratio_max,harmonic_sideband,4,4,1,16,96,96,0.01138479416098953,0.03826180898218842,0.8230391543840505,0.880859375,0.880859375,0.026877014821198895,0.01882516301373662,1.111998991172,0.869069802532162,0.8834635416666667,0.8834635416666667,1.1634648687039746,False
all_matched_loads,harmonic_3_ratio_max,harmonic_sideband,5,5,1,16,96,96,0.013286516819705144,0.040896743416115953,0.7903706566705733,0.8704427083333333,0.8704427083333333,0.027610226596410815,0.021344588700825694,1.1296622356329125,0.8262438760611538,0.8763020833333334,0.8763020833333334,1.172966524324944,False
all_matched_loads,harmonic_3_ratio_max,harmonic_sideband,6,6,1,16,96,96,0.016283636995728233,0.051952191410425196,0.8261008669293518,0.8776041666666666,0.8776041666666666,0.03566855441469696,0.029342235337139998,1.2606306003808654,0.8468559465300453,0.8841145833333333,0.8841145833333333,1.2971614574878247,False
all_matched_loads,harmonic_3_ratio_max,harmonic_sideband,7,7,1,16,96,96,0.016004725689427006,0.06026507143614394,0.8306801689050476,0.888671875,0.888671875,0.04426034574671694,0.03320774845378639,1.1449287858149786,0.8171914540019823,0.8932291666666666,0.8932291666666666,1.1377992377766555,False
all_matched_loads,harmonic_3_ratio_mean,harmonic_sideband,-1,all_blocks,1,128,768,768,0.009890911633668356,0.0254700379048422,0.6116485906437654,0.8410746256510417,0.8410746256510417,0.01557912627117384,0.010383793459104916,0.7485813708486574,0.626822485108075,0.839019775390625,0.839019775390625,0.7500419422766091,False
all_matched_loads,harmonic_3_ratio_mean,harmonic_sideband,0,0,1,16,96,96,0.011745524490569889,0.01128962412893456,-0.0491212866984831,0.642578125,0.642578125,-0.000455900361635328,0.001418538002192547,-0.04448579694761304,-0.052637551874571,0.640625,0.640625,-0.0462043622293184,False
all_matched_loads,harmonic_3_ratio_mean,harmonic_sideband,1,1,1,16,96,96,0.010781744660668849,0.012879053949611164,0.19734231447255113,0.7356770833333333,0.7356770833333333,0.0020973092889423135,0.0032436108624854898,0.19684174301422536,0.2064563803556502,0.7389322916666667,0.7389322916666667,0.19366054036964978,False
all_matched_loads,harmonic_3_ratio_mean,harmonic_sideband,2,2,1,16,96,96,0.008273737596116191,0.018254867589974928,0.6585397894394611,0.8424479166666666,0.8424479166666666,0.009981129993858738,0.006820216716075321,0.8672908389456255,0.702098999457475,0.8522135416666666,0.8522135416666666,0.8720219343955413,False
all_matched_loads,harmonic_3_ratio_mean,harmonic_sideband,3,3,1,16,96,96,0.008821526628311092,0.02411683387616943,0.7007696863185442,0.8743489583333333,0.8743489583333333,0.015295307247858332,0.009808858178136214,0.9075259675891235,0.7357736508010918,0.880859375,0.880859375,0.9147986068938906,False
